Id,ActivityHour,StepTotal
1503960366,3/16/2016 22:00,273
1503960366,3/16/2016 23:00,455
1503960366,3/17/2016 0:00,263
1503960366,3/17/2016 1:00,23
1503960366,3/17/2016 2:00,7
1503960366,3/17/2016 3:00,0
1503960366,3/17/2016 4:00,0
1503960366,3/17/2016 5:00,0
1503960366,3/17/2016 6:00,0
1503960366,3/17/2016 7:00,6
1503960366,3/17/2016 8:00,210
1503960366,3/17/2016 9:00,1530
1503960366,3/17/2016 10:00,124
1503960366,3/17/2016 11:00,1803
1503960366,3/17/2016 12:00,113
1503960366,3/17/2016 13:00,1124
1503960366,3/17/2016 14:00,1160
1503960366,3/17/2016 15:00,409
1503960366,3/17/2016 16:00,631
1503960366,3/17/2016 17:00,203
1503960366,3/17/2016 18:00,396
1503960366,3/17/2016 19:00,2165
1503960366,3/17/2016 20:00,147
1503960366,3/17/2016 21:00,2016
1503960366,3/17/2016 22:00,521
1503960366,3/17/2016 23:00,1176
1503960366,3/18/2016 0:00,389
1503960366,3/18/2016 1:00,112
1503960366,3/18/2016 2:00,0
1503960366,3/18/2016 3:00,0
1503960366,3/18/2016 4:00,0
1503960366,3/18/2016 5:00,4
1503960366,3/18/2016 6:00,19
1503960366,3/18/2016 7:00,0
1503960366,3/18/2016 8:00,172
1503960366,3/18/2016 9:00,1952
1503960366,3/18/2016 10:00,279
1503960366,3/18/2016 11:00,207
1503960366,3/18/2016 12:00,145
1503960366,3/18/2016 13:00,242
1503960366,3/18/2016 14:00,3160
1503960366,3/18/2016 15:00,852
1503960366,3/18/2016 16:00,270
1503960366,3/18/2016 17:00,24
1503960366,3/18/2016 18:00,444
1503960366,3/18/2016 19:00,4093
1503960366,3/18/2016 20:00,1445
1503960366,3/18/2016 21:00,332
1503960366,3/18/2016 22:00,13
1503960366,3/18/2016 23:00,390
1503960366,3/19/2016 0:00,138
1503960366,3/19/2016 1:00,0
1503960366,3/19/2016 2:00,0
1503960366,3/19/2016 3:00,10
1503960366,3/19/2016 4:00,0
1503960366,3/19/2016 5:00,0
1503960366,3/19/2016 6:00,0
1503960366,3/19/2016 7:00,53
1503960366,3/19/2016 8:00,538
1503960366,3/19/2016 9:00,3454
1503960366,3/19/2016 10:00,2106
1503960366,3/19/2016 11:00,1307
1503960366,3/19/2016 12:00,909
1503960366,3/19/2016 13:00,303
1503960366,3/19/2016 14:00,150
1503960366,3/19/2016 15:00,123
1503960366,3/19/2016 16:00,127
1503960366,3/19/2016 17:00,198
1503960366,3/19/2016 18:00,50
1503960366,3/19/2016 19:00,533
1503960366,3/19/2016 20:00,433
1503960366,3/19/2016 21:00,75
1503960366,3/19/2016 22:00,850
1503960366,3/19/2016 23:00,4067
1503960366,3/20/2016 0:00,115
1503960366,3/20/2016 1:00,0
1503960366,3/20/2016 2:00,0
1503960366,3/20/2016 3:00,0
1503960366,3/20/2016 4:00,0
1503960366,3/20/2016 5:00,0
1503960366,3/20/2016 6:00,0
1503960366,3/20/2016 7:00,0
1503960366,3/20/2016 8:00,0
1503960366,3/20/2016 9:00,1109
1503960366,3/20/2016 10:00,5000
1503960366,3/20/2016 11:00,1117
1503960366,3/20/2016 12:00,312
1503960366,3/20/2016 13:00,343
1503960366,3/20/2016 14:00,578
1503960366,3/20/2016 15:00,876
1503960366,3/20/2016 16:00,1373
1503960366,3/20/2016 17:00,1841
1503960366,3/20/2016 18:00,638
1503960366,3/20/2016 19:00,718
1503960366,3/20/2016 20:00,421
1503960366,3/20/2016 21:00,78
1503960366,3/20/2016 22:00,57
1503960366,3/20/2016 23:00,552
1503960366,3/21/2016 0:00,97
1503960366,3/21/2016 1:00,0
1503960366,3/21/2016 2:00,0
1503960366,3/21/2016 3:00,11
1503960366,3/21/2016 4:00,0
1503960366,3/21/2016 5:00,0
1503960366,3/21/2016 6:00,0
1503960366,3/21/2016 7:00,55
1503960366,3/21/2016 8:00,1114
1503960366,3/21/2016 9:00,1113
1503960366,3/21/2016 10:00,308
1503960366,3/21/2016 11:00,467
1503960366,3/21/2016 12:00,1884
1503960366,3/21/2016 13:00,184
1503960366,3/21/2016 14:00,298
1503960366,3/21/2016 15:00,497
1503960366,3/21/2016 16:00,355
1503960366,3/21/2016 17:00,588
1503960366,3/21/2016 18:00,1564
1503960366,3/21/2016 19:00,396
1503960366,3/21/2016 20:00,99
1503960366,3/21/2016 21:00,172
1503960366,3/21/2016 22:00,371
1503960366,3/21/2016 23:00,447
1503960366,3/22/2016 0:00,0
1503960366,3/22/2016 1:00,0
1503960366,3/22/2016 2:00,0
1503960366,3/22/2016 3:00,0
1503960366,3/22/2016 4:00,0
1503960366,3/22/2016 5:00,0
1503960366,3/22/2016 6:00,0
1503960366,3/22/2016 7:00,0
1503960366,3/22/2016 8:00,34
1503960366,3/22/2016 9:00,1732
1503960366,3/22/2016 10:00,497
1503960366,3/22/2016 11:00,296
1503960366,3/22/2016 12:00,322
1503960366,3/22/2016 13:00,657
1503960366,3/22/2016 14:00,1657
1503960366,3/22/2016 15:00,455
1503960366,3/22/2016 16:00,278
1503960366,3/22/2016 17:00,953
1503960366,3/22/2016 18:00,1123
1503960366,3/22/2016 19:00,1479
1503960366,3/22/2016 20:00,366
1503960366,3/22/2016 21:00,349
1503960366,3/22/2016 22:00,4587
1503960366,3/22/2016 23:00,351
1503960366,3/23/2016 0:00,14
1503960366,3/23/2016 1:00,50
1503960366,3/23/2016 2:00,29
1503960366,3/23/2016 3:00,0
1503960366,3/23/2016 4:00,0
1503960366,3/23/2016 5:00,0
1503960366,3/23/2016 6:00,0
1503960366,3/23/2016 7:00,82
1503960366,3/23/2016 8:00,534
1503960366,3/23/2016 9:00,1623
1503960366,3/23/2016 10:00,504
1503960366,3/23/2016 11:00,414
1503960366,3/23/2016 12:00,411
1503960366,3/23/2016 13:00,1226
1503960366,3/23/2016 14:00,2674
1503960366,3/23/2016 15:00,236
1503960366,3/23/2016 16:00,383
1503960366,3/23/2016 17:00,411
1503960366,3/23/2016 18:00,325
1503960366,3/23/2016 19:00,2937
1503960366,3/23/2016 20:00,1086
1503960366,3/23/2016 21:00,61
1503960366,3/23/2016 22:00,119
1503960366,3/23/2016 23:00,413
1503960366,3/24/2016 0:00,311
1503960366,3/24/2016 1:00,0
1503960366,3/24/2016 2:00,7
1503960366,3/24/2016 3:00,8
1503960366,3/24/2016 4:00,0
1503960366,3/24/2016 5:00,8
1503960366,3/24/2016 6:00,0
1503960366,3/24/2016 7:00,29
1503960366,3/24/2016 8:00,553
1503960366,3/24/2016 9:00,2041
1503960366,3/24/2016 10:00,90
1503960366,3/24/2016 11:00,63
1503960366,3/24/2016 12:00,1180
1503960366,3/24/2016 13:00,770
1503960366,3/24/2016 14:00,1320
1503960366,3/24/2016 15:00,504
1503960366,3/24/2016 16:00,210
1503960366,3/24/2016 17:00,526
1503960366,3/24/2016 18:00,66
1503960366,3/24/2016 19:00,75
1503960366,3/24/2016 20:00,3858
1503960366,3/24/2016 21:00,1090
1503960366,3/24/2016 22:00,185
1503960366,3/24/2016 23:00,294
1503960366,3/25/2016 0:00,42
1503960366,3/25/2016 1:00,126
1503960366,3/25/2016 2:00,5
1503960366,3/25/2016 3:00,7
1503960366,3/25/2016 4:00,0
1503960366,3/25/2016 5:00,0
1503960366,3/25/2016 6:00,0
1503960366,3/25/2016 7:00,40
1503960366,3/25/2016 8:00,565
1503960366,3/25/2016 9:00,1545
1503960366,3/25/2016 10:00,309
1503960366,3/25/2016 11:00,1226
1503960366,3/25/2016 12:00,78
1503960366,3/25/2016 13:00,187
1503960366,3/25/2016 14:00,419
1503960366,3/25/2016 15:00,0
1503960366,3/25/2016 16:00,427
1503960366,3/25/2016 17:00,435
1503960366,3/25/2016 18:00,238
1503960366,3/25/2016 19:00,135
1503960366,3/25/2016 20:00,2590
1503960366,3/25/2016 21:00,2390
1503960366,3/25/2016 22:00,151
1503960366,3/25/2016 23:00,89
1503960366,3/26/2016 0:00,16
1503960366,3/26/2016 1:00,179
1503960366,3/26/2016 2:00,0
1503960366,3/26/2016 3:00,19
1503960366,3/26/2016 4:00,0
1503960366,3/26/2016 5:00,0
1503960366,3/26/2016 6:00,0
1503960366,3/26/2016 7:00,0
1503960366,3/26/2016 8:00,0
1503960366,3/26/2016 9:00,69
1503960366,3/26/2016 10:00,394
1503960366,3/26/2016 11:00,145
1503960366,3/26/2016 12:00,152
1503960366,3/26/2016 13:00,393
1503960366,3/26/2016 14:00,759
1503960366,3/26/2016 15:00,828
1503960366,3/26/2016 16:00,5564
1503960366,3/26/2016 17:00,3053
1503960366,3/26/2016 18:00,3785
1503960366,3/26/2016 19:00,323
1503960366,3/26/2016 20:00,207
1503960366,3/26/2016 21:00,252
1503960366,3/26/2016 22:00,785
1503960366,3/26/2016 23:00,686
1503960366,3/27/2016 0:00,57
1503960366,3/27/2016 1:00,121
1503960366,3/27/2016 2:00,0
1503960366,3/27/2016 3:00,0
1503960366,3/27/2016 4:00,0
1503960366,3/27/2016 5:00,0
1503960366,3/27/2016 6:00,9
1503960366,3/27/2016 7:00,8
1503960366,3/27/2016 8:00,0
1503960366,3/27/2016 9:00,393
1503960366,3/27/2016 10:00,5033
1503960366,3/27/2016 11:00,321
1503960366,3/27/2016 12:00,100
1503960366,3/27/2016 13:00,684
1503960366,3/27/2016 14:00,652
1503960366,3/27/2016 15:00,255
1503960366,3/27/2016 16:00,99
1503960366,3/27/2016 17:00,214
1503960366,3/27/2016 18:00,540
1503960366,3/27/2016 19:00,2887
1503960366,3/27/2016 20:00,372
1503960366,3/27/2016 21:00,461
1503960366,3/27/2016 22:00,367
1503960366,3/27/2016 23:00,163
1503960366,3/28/2016 0:00,152
1503960366,3/28/2016 1:00,16
1503960366,3/28/2016 2:00,0
1503960366,3/28/2016 3:00,0
1503960366,3/28/2016 4:00,0
1503960366,3/28/2016 5:00,0
1503960366,3/28/2016 6:00,0
1503960366,3/28/2016 7:00,0
1503960366,3/28/2016 8:00,91
1503960366,3/28/2016 9:00,1801
1503960366,3/28/2016 10:00,209
1503960366,3/28/2016 11:00,242
1503960366,3/28/2016 12:00,198
1503960366,3/28/2016 13:00,3422
1503960366,3/28/2016 14:00,1116
1503960366,3/28/2016 15:00,281
1503960366,3/28/2016 16:00,228
1503960366,3/28/2016 17:00,135
1503960366,3/28/2016 18:00,252
1503960366,3/28/2016 19:00,3298
1503960366,3/28/2016 20:00,872
1503960366,3/28/2016 21:00,81
1503960366,3/28/2016 22:00,196
1503960366,3/28/2016 23:00,641
1503960366,3/29/2016 0:00,0
1503960366,3/29/2016 1:00,242
1503960366,3/29/2016 2:00,15
1503960366,3/29/2016 3:00,0
1503960366,3/29/2016 4:00,0
1503960366,3/29/2016 5:00,6
1503960366,3/29/2016 6:00,21
1503960366,3/29/2016 7:00,53
1503960366,3/29/2016 8:00,185
1503960366,3/29/2016 9:00,1580
1503960366,3/29/2016 10:00,446
1503960366,3/29/2016 11:00,869
1503960366,3/29/2016 12:00,147
1503960366,3/29/2016 13:00,1158
1503960366,3/29/2016 14:00,243
1503960366,3/29/2016 15:00,413
1503960366,3/29/2016 16:00,348
1503960366,3/29/2016 17:00,288
1503960366,3/29/2016 18:00,535
1503960366,3/29/2016 19:00,198
1503960366,3/29/2016 20:00,3559
1503960366,3/29/2016 21:00,1034
1503960366,3/29/2016 22:00,0
1503960366,3/29/2016 23:00,701
1503960366,3/30/2016 0:00,0
1503960366,3/30/2016 1:00,0
1503960366,3/30/2016 2:00,0
1503960366,3/30/2016 3:00,0
1503960366,3/30/2016 4:00,0
1503960366,3/30/2016 5:00,0
1503960366,3/30/2016 6:00,0
1503960366,3/30/2016 7:00,0
1503960366,3/30/2016 8:00,15
1503960366,3/30/2016 9:00,1379
1503960366,3/30/2016 10:00,233
1503960366,3/30/2016 11:00,475
1503960366,3/30/2016 12:00,1979
1503960366,3/30/2016 13:00,26
1503960366,3/30/2016 14:00,443
1503960366,3/30/2016 15:00,209
1503960366,3/30/2016 16:00,67
1503960366,3/30/2016 17:00,35
1503960366,3/30/2016 18:00,2696
1503960366,3/30/2016 19:00,1299
1503960366,3/30/2016 20:00,996
1503960366,3/30/2016 21:00,570
1503960366,3/30/2016 22:00,38
1503960366,3/30/2016 23:00,510
1503960366,3/31/2016 0:00,154
1503960366,3/31/2016 1:00,0
1503960366,3/31/2016 2:00,129
1503960366,3/31/2016 3:00,0
1503960366,3/31/2016 4:00,0
1503960366,3/31/2016 5:00,0
1503960366,3/31/2016 6:00,0
1503960366,3/31/2016 7:00,34
1503960366,3/31/2016 8:00,164
1503960366,3/31/2016 9:00,1539
1503960366,3/31/2016 10:00,314
1503960366,3/31/2016 11:00,119
1503960366,3/31/2016 12:00,358
1503960366,3/31/2016 13:00,460
1503960366,3/31/2016 14:00,796
1503960366,3/31/2016 15:00,988
1503960366,3/31/2016 16:00,135
1503960366,3/31/2016 17:00,145
1503960366,3/31/2016 18:00,198
1503960366,3/31/2016 19:00,231
1503960366,3/31/2016 20:00,1497
1503960366,3/31/2016 21:00,1011
1503960366,3/31/2016 22:00,307
1503960366,3/31/2016 23:00,3617
1503960366,4/1/2016 0:00,82
1503960366,4/1/2016 1:00,7
1503960366,4/1/2016 2:00,41
1503960366,4/1/2016 3:00,106
1503960366,4/1/2016 4:00,0
1503960366,4/1/2016 5:00,0
1503960366,4/1/2016 6:00,0
1503960366,4/1/2016 7:00,43
1503960366,4/1/2016 8:00,251
1503960366,4/1/2016 9:00,194
1503960366,4/1/2016 10:00,104
1503960366,4/1/2016 11:00,30
1503960366,4/1/2016 12:00,33
1503960366,4/1/2016 13:00,33
1503960366,4/1/2016 14:00,176
1503960366,4/1/2016 15:00,152
1503960366,4/1/2016 16:00,343
1503960366,4/1/2016 17:00,20
1503960366,4/1/2016 18:00,109
1503960366,4/1/2016 19:00,17
1503960366,4/1/2016 20:00,2534
1503960366,4/1/2016 21:00,2861
1503960366,4/1/2016 22:00,3804
1503960366,4/1/2016 23:00,1268
1503960366,4/2/2016 0:00,388
1503960366,4/2/2016 1:00,0
1503960366,4/2/2016 2:00,0
1503960366,4/2/2016 3:00,168
1503960366,4/2/2016 4:00,0
1503960366,4/2/2016 5:00,8
1503960366,4/2/2016 6:00,0
1503960366,4/2/2016 7:00,66
1503960366,4/2/2016 8:00,26
1503960366,4/2/2016 9:00,95
1503960366,4/2/2016 10:00,53
1503960366,4/2/2016 11:00,311
1503960366,4/2/2016 12:00,23
1503960366,4/2/2016 13:00,486
1503960366,4/2/2016 14:00,92
1503960366,4/2/2016 15:00,274
1503960366,4/2/2016 16:00,675
1503960366,4/2/2016 17:00,247
1503960366,4/2/2016 18:00,111
1503960366,4/2/2016 19:00,3545
1503960366,4/2/2016 20:00,1840
1503960366,4/2/2016 21:00,525
1503960366,4/2/2016 22:00,773
1503960366,4/2/2016 23:00,1542
1503960366,4/3/2016 0:00,256
1503960366,4/3/2016 1:00,11
1503960366,4/3/2016 2:00,91
1503960366,4/3/2016 3:00,41
1503960366,4/3/2016 4:00,7
1503960366,4/3/2016 5:00,4
1503960366,4/3/2016 6:00,0
1503960366,4/3/2016 7:00,0
1503960366,4/3/2016 8:00,0
1503960366,4/3/2016 9:00,80
1503960366,4/3/2016 10:00,1746
1503960366,4/3/2016 11:00,462
1503960366,4/3/2016 12:00,572
1503960366,4/3/2016 13:00,698
1503960366,4/3/2016 14:00,25
1503960366,4/3/2016 15:00,559
1503960366,4/3/2016 16:00,112
1503960366,4/3/2016 17:00,288
1503960366,4/3/2016 18:00,215
1503960366,4/3/2016 19:00,325
1503960366,4/3/2016 20:00,376
1503960366,4/3/2016 21:00,308
1503960366,4/3/2016 22:00,203
1503960366,4/3/2016 23:00,3637
1503960366,4/4/2016 0:00,121
1503960366,4/4/2016 1:00,53
1503960366,4/4/2016 2:00,63
1503960366,4/4/2016 3:00,9
1503960366,4/4/2016 4:00,0
1503960366,4/4/2016 5:00,31
1503960366,4/4/2016 6:00,0
1503960366,4/4/2016 7:00,37
1503960366,4/4/2016 8:00,407
1503960366,4/4/2016 9:00,1999
1503960366,4/4/2016 10:00,336
1503960366,4/4/2016 11:00,348
1503960366,4/4/2016 12:00,2113
1503960366,4/4/2016 13:00,262
1503960366,4/4/2016 14:00,516
1503960366,4/4/2016 15:00,112
1503960366,4/4/2016 16:00,206
1503960366,4/4/2016 17:00,758
1503960366,4/4/2016 18:00,1444
1503960366,4/4/2016 19:00,2628
1503960366,4/4/2016 20:00,1429
1503960366,4/4/2016 21:00,417
1503960366,4/4/2016 22:00,221
1503960366,4/4/2016 23:00,1028
1503960366,4/5/2016 0:00,236
1503960366,4/5/2016 1:00,45
1503960366,4/5/2016 2:00,407
1503960366,4/5/2016 3:00,49
1503960366,4/5/2016 4:00,0
1503960366,4/5/2016 5:00,0
1503960366,4/5/2016 6:00,6
1503960366,4/5/2016 7:00,19
1503960366,4/5/2016 8:00,181
1503960366,4/5/2016 9:00,1769
1503960366,4/5/2016 10:00,302
1503960366,4/5/2016 11:00,282
1503960366,4/5/2016 12:00,272
1503960366,4/5/2016 13:00,2532
1503960366,4/5/2016 14:00,1610
1503960366,4/5/2016 15:00,741
1503960366,4/5/2016 16:00,565
1503960366,4/5/2016 17:00,447
1503960366,4/5/2016 18:00,1646
1503960366,4/5/2016 19:00,272
1503960366,4/5/2016 20:00,2351
1503960366,4/5/2016 21:00,326
1503960366,4/5/2016 22:00,148
1503960366,4/5/2016 23:00,638
1503960366,4/6/2016 0:00,84
1503960366,4/6/2016 1:00,36
1503960366,4/6/2016 2:00,44
1503960366,4/6/2016 3:00,0
1503960366,4/6/2016 4:00,0
1503960366,4/6/2016 5:00,0
1503960366,4/6/2016 6:00,0
1503960366,4/6/2016 7:00,0
1503960366,4/6/2016 8:00,767
1503960366,4/6/2016 9:00,1426
1503960366,4/6/2016 10:00,399
1503960366,4/6/2016 11:00,96
1503960366,4/6/2016 12:00,161
1503960366,4/6/2016 13:00,2729
1503960366,4/6/2016 14:00,71
1503960366,4/6/2016 15:00,145
1503960366,4/6/2016 16:00,116
1503960366,4/6/2016 17:00,112
1503960366,4/6/2016 18:00,1027
1503960366,4/6/2016 19:00,1927
1503960366,4/6/2016 20:00,1124
1503960366,4/6/2016 21:00,1320
1503960366,4/6/2016 22:00,295
1503960366,4/6/2016 23:00,95
1503960366,4/7/2016 0:00,7
1503960366,4/7/2016 1:00,0
1503960366,4/7/2016 2:00,0
1503960366,4/7/2016 3:00,0
1503960366,4/7/2016 4:00,0
1503960366,4/7/2016 5:00,0
1503960366,4/7/2016 6:00,0
1503960366,4/7/2016 7:00,0
1503960366,4/7/2016 8:00,0
1503960366,4/7/2016 9:00,1610
1503960366,4/7/2016 10:00,723
1503960366,4/7/2016 11:00,22
1503960366,4/7/2016 12:00,1039
1503960366,4/7/2016 13:00,136
1503960366,4/7/2016 14:00,1574
1503960366,4/7/2016 15:00,464
1503960366,4/7/2016 16:00,770
1503960366,4/7/2016 17:00,357
1503960366,4/7/2016 18:00,347
1503960366,4/7/2016 19:00,1627
1503960366,4/7/2016 20:00,162
1503960366,4/7/2016 21:00,25
1503960366,4/7/2016 22:00,104
1503960366,4/7/2016 23:00,1231
1503960366,4/8/2016 0:00,320
1503960366,4/8/2016 1:00,49
1503960366,4/8/2016 2:00,0
1503960366,4/8/2016 3:00,0
1503960366,4/8/2016 4:00,0
1503960366,4/8/2016 5:00,0
1503960366,4/8/2016 6:00,0
1503960366,4/8/2016 7:00,0
1503960366,4/8/2016 8:00,0
1503960366,4/8/2016 9:00,969
1503960366,4/8/2016 10:00,1064
1503960366,4/8/2016 11:00,189
1503960366,4/8/2016 12:00,93
1503960366,4/8/2016 13:00,173
1503960366,4/8/2016 14:00,3159
1503960366,4/8/2016 15:00,163
1503960366,4/8/2016 16:00,174
1503960366,4/8/2016 17:00,1353
1503960366,4/8/2016 18:00,223
1503960366,4/8/2016 19:00,2463
1503960366,4/8/2016 20:00,1408
1503960366,4/8/2016 21:00,465
1503960366,4/8/2016 22:00,107
1503960366,4/8/2016 23:00,149
1503960366,4/9/2016 0:00,59
1503960366,4/9/2016 1:00,45
1503960366,4/9/2016 2:00,222
1503960366,4/9/2016 3:00,6
1503960366,4/9/2016 4:00,0
1503960366,4/9/2016 5:00,0
1503960366,4/9/2016 6:00,9
1503960366,4/9/2016 7:00,9
1503960366,4/9/2016 8:00,50
1503960366,4/9/2016 9:00,49
1503960366,4/9/2016 10:00,615
1503960366,4/9/2016 11:00,102
1503960366,4/9/2016 12:00,1854
1503960366,4/9/2016 13:00,2109
1503960366,4/9/2016 14:00,26
1503960366,4/9/2016 15:00,1257
1503960366,4/9/2016 16:00,11
1503960366,4/9/2016 17:00,2742
1503960366,4/9/2016 18:00,1692
1503960366,4/9/2016 19:00,65
1503960366,4/9/2016 20:00,193
1503960366,4/9/2016 21:00,394
1503960366,4/9/2016 22:00,914
1503960366,4/9/2016 23:00,9
1503960366,4/10/2016 0:00,322
1503960366,4/10/2016 1:00,0
1503960366,4/10/2016 2:00,0
1503960366,4/10/2016 3:00,142
1503960366,4/10/2016 4:00,0
1503960366,4/10/2016 5:00,0
1503960366,4/10/2016 6:00,0
1503960366,4/10/2016 7:00,18
1503960366,4/10/2016 8:00,0
1503960366,4/10/2016 9:00,0
1503960366,4/10/2016 10:00,0
1503960366,4/10/2016 11:00,41
1503960366,4/10/2016 12:00,1093
1503960366,4/10/2016 13:00,3328
1503960366,4/10/2016 14:00,1734
1503960366,4/10/2016 15:00,224
1503960366,4/10/2016 16:00,32
1503960366,4/10/2016 17:00,17
1503960366,4/10/2016 18:00,8
1503960366,4/10/2016 19:00,117
1503960366,4/10/2016 20:00,613
1503960366,4/10/2016 21:00,55
1503960366,4/10/2016 22:00,23
1503960366,4/10/2016 23:00,2290
1503960366,4/11/2016 0:00,0
1503960366,4/11/2016 1:00,0
1503960366,4/11/2016 2:00,91
1503960366,4/11/2016 3:00,0
1503960366,4/11/2016 4:00,0
1503960366,4/11/2016 5:00,0
1503960366,4/11/2016 6:00,0
1503960366,4/11/2016 7:00,19
1503960366,4/11/2016 8:00,211
1503960366,4/11/2016 9:00,1762
1503960366,4/11/2016 10:00,273
1503960366,4/11/2016 11:00,132
1503960366,4/11/2016 12:00,1086
1503960366,4/11/2016 13:00,1434
1503960366,4/11/2016 14:00,394
1503960366,4/11/2016 15:00,509
1503960366,4/11/2016 16:00,446
1503960366,4/11/2016 17:00,418
1503960366,4/11/2016 18:00,2340
1503960366,4/11/2016 19:00,1132
1503960366,4/11/2016 20:00,272
1503960366,4/11/2016 21:00,66
1503960366,4/11/2016 22:00,59
1503960366,4/11/2016 23:00,346
1624580081,3/12/2016 0:00,231
1624580081,3/12/2016 1:00,208
1624580081,3/12/2016 2:00,0
1624580081,3/12/2016 3:00,0
1624580081,3/12/2016 4:00,0
1624580081,3/12/2016 5:00,0
1624580081,3/12/2016 6:00,0
1624580081,3/12/2016 7:00,0
1624580081,3/12/2016 8:00,0
1624580081,3/12/2016 9:00,0
1624580081,3/12/2016 10:00,0
1624580081,3/12/2016 11:00,24
1624580081,3/12/2016 12:00,155
1624580081,3/12/2016 13:00,60
1624580081,3/12/2016 14:00,112
1624580081,3/12/2016 15:00,186
1624580081,3/12/2016 16:00,0
1624580081,3/12/2016 17:00,0
1624580081,3/12/2016 18:00,190
1624580081,3/12/2016 19:00,361
1624580081,3/12/2016 20:00,94
1624580081,3/12/2016 21:00,157
1624580081,3/12/2016 22:00,59
1624580081,3/12/2016 23:00,258
